transaction_id,customer_id,transaction_amount_inr,merchant_category,merchant_id,transaction_datetime,transaction_hour,day_of_week,customer_age,customer_gender,customer_income_monthly_inr,customer_tenure_months,avg_transaction_amount_inr,transaction_count_30d,transaction_city,transaction_state,distance_from_home_km,card_type,device_type,channel,international_transaction,failed_attempts_24h,previous_fraud_count,account_age_months,amount_to_customer_avg_ratio,is_fraud
TXN10000980,CUST100212,1678.15,Online Shopping,MER2307,6/8/2026 8:28,8,Monday,61,Male,68437,16,1426.51,10,Pune,Maharashtra,5.73,Mastercard,Web,POS,0,0,0,18,1.176,0
TXN10000981,CUST101687,1494.62,Entertainment,MER4927,4/2/2026 15:41,15,Thursday,24,Female,76912,146,916.92,7,Ahmedabad,Gujarat,7.85,Visa,iOS,POS,0,0,1,40,1.628,0
TXN10000982,CUST101161,4875.15,Clothing,MER1597,2/28/2026 18:04,18,Saturday,48,Female,37540,109,2653.58,14,Jaipur,Rajasthan,3.67,Visa,ATM,POS,0,0,0,7,1.837,0
TXN10000983,CUST101257,8543.78,Travel,MER4639,1/10/2026 21:26,21,Saturday,46,Male,43453,170,4870.32,9,Ahmedabad,Gujarat,7.24,Mastercard,ATM,POS,0,0,0,82,1.754,0
TXN10000984,CUST100076,5552.58,Clothing,MER2999,3/8/2026 16:11,16,Sunday,61,Female,60921,15,4064.19,14,Mumbai,Maharashtra,2.62,Mastercard,iOS,Online,0,0,0,99,1.366,0
TXN10000985,CUST100795,1732.91,Healthcare,MER2215,6/14/2026 18:58,18,Sunday,22,Female,55889,45,3161.14,16,Ahmedabad,Gujarat,7.45,Mastercard,iOS,Online,0,0,0,166,0.548,0
TXN10000986,CUST101866,1697.75,Travel,MER3624,1/17/2026 14:44,14,Saturday,55,Male,41306,115,1940.47,16,Kochi,Kerala,16.17,RuPay,ATM,POS,0,0,0,93,0.874,0
TXN10000987,CUST100966,3288.87,Online Shopping,MER4625,4/26/2026 7:31,7,Sunday,34,Male,42100,79,3537.27,13,Jaipur,Rajasthan,17.14,Visa,Android,ATM,0,0,0,123,0.93,0
TXN10000988,CUST101449,1517.36,Healthcare,MER3511,3/26/2026 18:54,18,Thursday,48,Male,67663,131,1167.02,15,Chennai,Tamil Nadu,7.98,Mastercard,Web,Mobile App,0,0,0,139,1.299,0
TXN10000989,CUST101364,1081.5,Education,MER2444,4/1/2026 18:36,18,Wednesday,66,Male,64005,92,1088,18,Indore,Madhya Pradesh,12.36,Visa,iOS,Mobile App,0,0,0,9,0.993,0
TXN10000990,CUST101857,3244.37,Fuel,MER1097,3/9/2026 7:06,7,Monday,65,Male,47606,9,7518.5,12,Hyderabad,Telangana,16.56,RuPay,Web,POS,0,0,0,64,0.431,0
TXN10000991,CUST101337,884.64,Clothing,MER1494,5/12/2026 17:09,17,Tuesday,28,Male,91012,35,1531.64,10,Kochi,Kerala,4.96,Mastercard,iOS,POS,0,0,0,108,0.577,0
TXN10000992,CUST100020,1238.52,Travel,MER1208,1/31/2026 14:56,14,Saturday,45,Male,12833,179,1610.23,12,Pune,Maharashtra,2.13,Mastercard,iOS,POS,0,0,0,151,0.769,0
TXN10000993,CUST100260,4728.92,Travel,MER4670,5/30/2026 16:47,16,Saturday,38,Male,93605,41,5361.53,16,Lucknow,Uttar Pradesh,13.85,RuPay,Android,POS,0,1,0,176,0.882,0
TXN10000994,CUST100914,3219.14,Online Shopping,MER4278,6/26/2026 19:56,19,Friday,22,Female,22324,18,2636.24,18,Hyderabad,Telangana,4.9,Mastercard,Android,Online,0,0,0,109,1.221,0
TXN10000995,CUST101844,1217.68,Utilities,MER3335,5/6/2026 21:46,21,Wednesday,43,Male,45217,40,1947.6,10,Lucknow,Uttar Pradesh,1.07,Visa,Android,Mobile App,0,0,0,9,0.625,0
TXN10000996,CUST101811,4962.7,Online Shopping,MER1614,3/14/2026 14:07,14,Saturday,42,Female,38390,82,5174.86,11,Delhi,Delhi,7.15,Visa,iOS,ATM,0,0,0,26,0.959,0
TXN10000997,CUST101597,745.09,Online Shopping,MER1500,6/17/2026 14:36,14,Wednesday,50,Male,42634,35,1112.25,13,Kochi,Kerala,7.81,Mastercard,Android,Online,0,0,0,167,0.669,0
TXN10000998,CUST100196,2049.88,Utilities,MER4340,1/15/2026 13:37,13,Thursday,51,Female,27042,55,3237.36,15,Bengaluru,Karnataka,9.8,RuPay,Web,Online,0,0,0,34,0.633,0
TXN10000999,CUST100570,1969.31,Entertainment,MER1181,2/9/2026 9:24,9,Monday,59,Male,36177,169,2721.07,12,Bengaluru,Karnataka,8.18,Visa,Web,POS,0,1,0,27,0.723,0
TXN10001000,CUST101555,6802.63,Clothing,MER2973,5/10/2026 8:14,8,Sunday,51,Female,32495,61,7321.46,11,Bengaluru,Karnataka,33.29,Amex,iOS,Mobile App,0,1,0,99,0.929,0
TXN10001001,CUST101751,7144.41,Utilities,MER2478,6/27/2026 16:27,16,Saturday,34,Male,77222,13,3220.77,18,Kolkata,West Bengal,12.54,Visa,Android,Mobile App,0,0,0,67,2.218,0
TXN10001002,CUST101262,3210.72,Utilities,MER1855,1/9/2026 10:06,10,Friday,37,Male,22570,11,1916.03,11,Kochi,Kerala,10.33,Visa,iOS,Online,0,0,0,164,1.675,0
TXN10001003,CUST100067,1828.62,Electronics,MER3994,5/4/2026 18:23,18,Monday,46,Female,74998,107,2849.21,9,Delhi,Delhi,6.45,Visa,iOS,Online,0,0,0,75,0.642,0
TXN10001004,CUST101863,981.48,Online Shopping,MER2696,1/1/2026 7:45,7,Thursday,42,Other,34931,50,1196.23,8,Bengaluru,Karnataka,8.04,Mastercard,Web,POS,0,0,0,71,0.82,0
TXN10001005,CUST101369,1456.65,Grocery,MER3802,2/11/2026 13:12,13,Wednesday,22,Male,45833,170,841.77,11,Mumbai,Maharashtra,6.46,RuPay,ATM,Online,0,1,0,147,1.728,0
TXN10001006,CUST101813,1904.4,Restaurant,MER1207,1/23/2026 7:45,7,Friday,51,Male,80646,61,1655.9,16,Ahmedabad,Gujarat,17.34,RuPay,Android,Online,0,0,0,125,1.149,0
TXN10001007,CUST100740,5714.61,Entertainment,MER3465,4/24/2026 23:00,23,Friday,34,Male,122264,69,4714.02,15,Ahmedabad,Gujarat,4.18,Mastercard,iOS,POS,0,0,0,48,1.212,0
TXN10001008,CUST101598,397.68,Grocery,MER2685,2/10/2026 18:18,18,Tuesday,66,Male,37043,54,748.11,16,Kolkata,West Bengal,2.48,Mastercard,iOS,POS,0,0,1,168,0.531,0
TXN10001009,CUST100709,1094.67,Entertainment,MER1177,2/12/2026 18:19,18,Thursday,37,Male,16476,170,1149.94,8,Lucknow,Uttar Pradesh,6.06,Visa,Web,POS,0,0,0,7,0.951,0
TXN10001010,CUST100462,3506.53,Healthcare,MER3179,2/11/2026 10:39,10,Wednesday,64,Other,82452,171,4987.32,9,Pune,Maharashtra,3.5,Visa,iOS,Mobile App,0,1,0,124,0.703,0
TXN10001011,CUST101640,800.04,Utilities,MER1720,6/4/2026 19:01,19,Thursday,36,Female,37657,76,605.5,12,Hyderabad,Telangana,1.91,Mastercard,iOS,POS,0,0,0,122,1.319,0
TXN10001012,CUST100294,2887.89,Utilities,MER1940,6/9/2026 8:12,8,Tuesday,25,Female,92072,32,1345.47,12,Bengaluru,Karnataka,12.47,RuPay,iOS,Online,1,0,0,137,2.145,0
TXN10001013,CUST101111,2322.12,Education,MER3175,5/4/2026 11:28,11,Monday,51,Male,92334,122,2244.05,11,Ahmedabad,Gujarat,8.52,RuPay,Android,POS,0,0,0,109,1.034,0
TXN10001014,CUST101373,2686.34,Restaurant,MER4636,1/4/2026 0:09,0,Sunday,25,Male,79657,33,4033.57,10,Delhi,Delhi,4.09,RuPay,iOS,Online,0,0,0,90,0.666,0
TXN10001015,CUST100145,4238.96,Travel,MER4710,3/30/2026 12:18,12,Monday,59,Female,65608,34,1651.31,8,Indore,Madhya Pradesh,4.24,Visa,Android,POS,0,0,0,158,2.565,0
TXN10001016,CUST100629,1875.72,Fuel,MER3219,5/12/2026 18:13,18,Tuesday,41,Male,38465,18,1811.92,15,Hyderabad,Telangana,13.85,Visa,iOS,POS,0,0,0,149,1.035,0
TXN10001017,CUST101923,2155.32,Restaurant,MER4342,2/25/2026 11:15,11,Wednesday,50,Female,41224,116,888.34,18,Indore,Madhya Pradesh,7.37,RuPay,Android,POS,0,1,0,123,2.424,0
TXN10001018,CUST101361,1437.55,Clothing,MER2120,2/21/2026 13:15,13,Saturday,38,Male,60000,88,1582.11,15,Bengaluru,Karnataka,4.25,Visa,Android,ATM,0,0,0,23,0.908,0
TXN10001019,CUST101385,1934.48,Clothing,MER3567,1/5/2026 16:34,16,Monday,54,Female,12886,41,1290.11,14,Ahmedabad,Gujarat,8.65,RuPay,iOS,Online,0,0,0,41,1.498,0
TXN10001020,CUST100473,1768.65,Restaurant,MER2740,5/1/2026 14:28,14,Friday,62,Male,81187,57,1899.89,6,Kolkata,West Bengal,1.97,Visa,ATM,Mobile App,0,0,0,102,0.93,0
TXN10001021,CUST101156,12557.65,Clothing,MER1137,3/10/2026 16:50,16,Tuesday,20,Male,36050,61,2342.62,10,Chennai,Tamil Nadu,15.28,Visa,iOS,ATM,1,0,0,172,5.358,0
TXN10001022,CUST101912,1621.53,Electronics,MER4436,3/21/2026 18:44,18,Saturday,43,Male,72843,157,1476.24,14,Mumbai,Maharashtra,11.92,Mastercard,Web,Online,0,0,0,120,1.098,0
TXN10001023,CUST100627,1993.05,Restaurant,MER3880,6/17/2026 11:15,11,Wednesday,50,Male,27955,85,3493.35,13,Hyderabad,Telangana,7.3,Mastercard,Web,Mobile App,0,0,0,139,0.57,0
TXN10001024,CUST100605,2246.13,Restaurant,MER1474,1/24/2026 19:31,19,Saturday,67,Male,32868,163,2677.96,18,Ahmedabad,Gujarat,1.92,Mastercard,Web,Online,0,0,0,153,0.838,0
TXN10001025,CUST101686,3923.85,Restaurant,MER1842,4/28/2026 19:41,19,Tuesday,23,Female,36044,98,5949.82,15,Hyderabad,Telangana,5.28,Visa,Android,POS,0,0,0,124,0.659,0
TXN10001026,CUST101161,2008.28,Grocery,MER2685,2/15/2026 9:05,9,Sunday,49,Male,43902,15,2314.01,12,Pune,Maharashtra,10.41,Mastercard,Web,ATM,0,1,0,131,0.868,0
TXN10001027,CUST101433,1714.31,Electronics,MER3952,1/2/2026 20:38,20,Friday,58,Female,109373,49,1869.45,13,Chennai,Tamil Nadu,3.26,RuPay,Web,ATM,0,0,0,11,0.917,0
TXN10001028,CUST101207,4114.09,Restaurant,MER4704,2/8/2026 23:30,23,Sunday,36,Male,32487,70,1566.79,18,Lucknow,Uttar Pradesh,34.04,Mastercard,Android,Mobile App,0,3,0,14,2.624,1
TXN10001029,CUST101424,1784.45,Education,MER2864,5/24/2026 12:54,12,Sunday,29,Male,137322,42,1014.44,9,Ahmedabad,Gujarat,3.81,Visa,Web,ATM,0,0,0,155,1.757,0
TXN10001030,CUST100474,2787.37,Utilities,MER3819,6/29/2026 8:21,8,Monday,48,Female,168672,125,1845.6,11,Kolkata,West Bengal,1.53,Mastercard,Web,POS,0,0,0,165,1.509,0
TXN10001031,CUST101014,1913.85,Online Shopping,MER1767,6/16/2026 10:56,10,Tuesday,27,Male,34097,61,1743.6,12,Kolkata,West Bengal,3.04,Mastercard,Android,POS,0,0,0,121,1.097,0
TXN10001032,CUST100043,4502.95,Electronics,MER4980,4/14/2026 9:48,9,Tuesday,68,Female,70378,81,9532.12,18,Ahmedabad,Gujarat,15.11,Mastercard,Android,Online,0,0,0,106,0.472,0
TXN10001033,CUST101149,2133.63,Education,MER3896,2/9/2026 21:04,21,Monday,47,Female,32516,101,1753.27,13,Chennai,Tamil Nadu,5.14,Mastercard,iOS,POS,0,0,0,128,1.216,0
TXN10001034,CUST100085,932.68,Healthcare,MER4254,2/11/2026 17:21,17,Wednesday,39,Female,43222,170,1892.83,6,Delhi,Delhi,10.81,Visa,Android,Mobile App,0,0,0,13,0.492,0
TXN10001035,CUST100894,4146.22,Grocery,MER4902,2/6/2026 21:06,21,Friday,41,Male,26162,89,4474.06,13,Indore,Madhya Pradesh,2.82,Visa,ATM,POS,1,1,0,8,0.927,0
TXN10001036,CUST100881,5066.78,Fuel,MER3718,1/16/2026 16:33,16,Friday,37,Male,56432,136,9173.5,18,Hyderabad,Telangana,3.78,RuPay,Android,POS,0,0,0,109,0.552,0
TXN10001037,CUST100965,3498.35,Entertainment,MER2680,3/29/2026 0:45,0,Sunday,29,Male,61859,166,4347.1,9,Indore,Madhya Pradesh,13.25,RuPay,ATM,POS,0,1,0,75,0.805,0
TXN10001038,CUST100680,693.09,Jewelry,MER1347,6/10/2026 13:42,13,Wednesday,56,Female,56575,155,1186.87,12,Bengaluru,Karnataka,8.06,Mastercard,Android,POS,0,0,0,120,0.583,0
TXN10001039,CUST101860,2666.94,Fuel,MER3363,4/7/2026 8:40,8,Tuesday,19,Male,66624,85,2168.28,13,Bengaluru,Karnataka,3.79,RuPay,Web,POS,0,0,0,127,1.229,0
TXN10001040,CUST101078,318.79,Restaurant,MER2866,3/5/2026 12:26,12,Thursday,33,Female,38101,76,1278.8,9,Indore,Madhya Pradesh,15.66,RuPay,Android,Online,0,0,1,20,0.249,0
TXN10001041,CUST101808,369.84,Utilities,MER3312,1/7/2026 19:29,19,Wednesday,19,Male,25048,169,424.2,10,Bengaluru,Karnataka,10.27,Mastercard,Web,POS,0,0,0,99,0.87,0
TXN10001042,CUST100737,804.22,Entertainment,MER1607,6/5/2026 8:35,8,Friday,41,Female,66587,71,2397.67,9,Mumbai,Maharashtra,3.85,Visa,ATM,Online,0,0,0,156,0.335,0
TXN10001043,CUST100541,796.83,Online Shopping,MER4036,1/6/2026 3:16,3,Tuesday,41,Female,25207,146,796.47,12,Indore,Madhya Pradesh,2.85,Mastercard,ATM,Mobile App,0,0,0,62,0.999,0
TXN10001044,CUST101927,1614.31,Electronics,MER1454,2/5/2026 16:56,16,Thursday,45,Male,48108,89,2431.68,16,Ahmedabad,Gujarat,3,Visa,Android,Online,0,0,0,77,0.664,0
TXN10001045,CUST101719,1225.45,Restaurant,MER1541,5/30/2026 21:52,21,Saturday,34,Male,87233,13,1236.3,14,Kolkata,West Bengal,9.22,Visa,iOS,POS,0,1,0,143,0.99,0
TXN10001046,CUST101612,3621.76,Entertainment,MER3244,6/13/2026 20:49,20,Saturday,68,Male,88916,118,2020.38,11,Hyderabad,Telangana,4.66,RuPay,Web,Online,0,0,0,33,1.792,0
TXN10001047,CUST101786,1873.99,Travel,MER1171,3/11/2026 12:25,12,Wednesday,20,Female,70720,173,991.71,17,Kochi,Kerala,5.31,Mastercard,Android,POS,0,0,0,102,1.888,0
TXN10001048,CUST100233,1416.75,Grocery,MER3007,6/7/2026 13:55,13,Sunday,58,Male,84051,13,1040.39,4,Lucknow,Uttar Pradesh,8.8,Mastercard,Web,POS,0,0,0,124,1.36,0
TXN10001049,CUST101746,727.55,Grocery,MER4813,6/25/2026 21:15,21,Thursday,64,Male,20830,123,610.75,16,Kolkata,West Bengal,18.77,Visa,Android,Mobile App,0,2,0,55,1.189,0
TXN10001050,CUST100347,2313.65,Utilities,MER2651,3/21/2026 10:35,10,Saturday,28,Male,69716,34,1540.62,11,Jaipur,Rajasthan,2.17,RuPay,Android,Online,0,0,0,129,1.501,0
TXN10001051,CUST100461,1790.37,Travel,MER3972,6/5/2026 19:04,19,Friday,23,Female,55102,168,2554.54,13,Pune,Maharashtra,3.08,Visa,Web,Online,0,0,0,105,0.701,0
TXN10001052,CUST100875,1958.59,Online Shopping,MER3770,2/10/2026 8:22,8,Tuesday,44,Female,63502,149,1603.38,17,Kolkata,West Bengal,28.6,Visa,Android,Mobile App,0,1,0,141,1.221,0
TXN10001053,CUST101840,271.31,Online Shopping,MER1074,6/2/2026 2:01,2,Tuesday,32,Female,36126,10,392.7,10,Kolkata,West Bengal,2.21,Visa,iOS,POS,0,1,0,84,0.689,0
TXN10001054,CUST101335,4530.55,Utilities,MER2662,4/10/2026 10:47,10,Friday,24,Male,53276,147,3256.73,18,Chennai,Tamil Nadu,10.63,Visa,iOS,ATM,0,1,0,91,1.391,0
TXN10001055,CUST100160,6338,Grocery,MER2080,1/20/2026 2:45,2,Tuesday,60,Male,31118,27,4065.21,14,Bengaluru,Karnataka,2.22,Visa,ATM,POS,0,0,0,52,1.559,0
TXN10001056,CUST100641,1095.71,Online Shopping,MER3175,6/12/2026 13:56,13,Friday,23,Male,29889,116,1160.7,11,Pune,Maharashtra,3.21,RuPay,Web,ATM,0,0,0,94,0.943,0
TXN10001057,CUST100946,2699.03,Clothing,MER1428,6/23/2026 8:43,8,Tuesday,54,Male,23039,52,3088.91,13,Hyderabad,Telangana,1.39,Mastercard,iOS,Online,0,0,0,93,0.873,0
TXN10001058,CUST101634,1288.47,Restaurant,MER2636,5/31/2026 16:39,16,Sunday,25,Male,35409,132,1504.77,14,Delhi,Delhi,7.09,Visa,iOS,ATM,0,1,0,48,0.856,0
TXN10001059,CUST101315,2532.03,Electronics,MER3261,5/12/2026 7:46,7,Tuesday,50,Male,27891,79,2992.03,10,Hyderabad,Telangana,9.61,RuPay,Web,ATM,0,0,0,173,0.846,0
TXN10001060,CUST101042,4165.51,Online Shopping,MER2204,3/16/2026 20:06,20,Monday,67,Male,24695,71,2225.13,13,Ahmedabad,Gujarat,13.17,Visa,ATM,Online,0,0,0,145,1.871,0
TXN10001061,CUST100460,1863.98,Healthcare,MER2023,3/9/2026 19:48,19,Monday,57,Female,77059,74,1253.23,14,Bengaluru,Karnataka,4.39,Visa,Android,Online,0,0,0,84,1.486,0
TXN10001062,CUST101580,1664.41,Utilities,MER1898,3/11/2026 7:28,7,Wednesday,42,Male,65458,16,744.43,12,Mumbai,Maharashtra,6.49,Visa,Android,POS,0,0,0,158,2.233,0
TXN10001063,CUST101490,13450.82,Clothing,MER4506,3/4/2026 14:05,14,Wednesday,47,Male,28305,168,3473.75,18,Lucknow,Uttar Pradesh,6.74,RuPay,Android,POS,0,0,0,9,3.871,0
TXN10001064,CUST100537,2360.42,Travel,MER3630,4/21/2026 19:47,19,Tuesday,54,Male,60063,122,2562.96,15,Kochi,Kerala,16.83,Mastercard,Android,Online,0,0,0,142,0.921,0
TXN10001065,CUST100626,8127.47,Fuel,MER3614,5/22/2026 4:53,4,Friday,39,Female,33611,119,3334.59,14,Ahmedabad,Gujarat,4.67,Visa,Android,POS,0,0,0,96,2.437,0
TXN10001066,CUST100177,867.83,Grocery,MER3992,3/18/2026 7:40,7,Wednesday,60,Male,47581,65,1515.99,20,Kolkata,West Bengal,13.92,Visa,Android,POS,0,0,0,86,0.572,0
TXN10001067,CUST100016,2529.25,Entertainment,MER2271,4/27/2026 12:57,12,Monday,69,Male,59559,27,1630.41,18,Delhi,Delhi,9.62,Visa,Android,Online,1,0,0,115,1.55,0
TXN10001068,CUST101243,4503.11,Restaurant,MER1536,4/17/2026 17:38,17,Friday,41,Female,54390,170,5129.54,10,Bengaluru,Karnataka,16.26,Mastercard,Android,Online,0,0,0,135,0.878,0
TXN10001069,CUST101271,349.46,Online Shopping,MER3451,1/7/2026 8:06,8,Wednesday,22,Female,31647,11,274.67,11,Mumbai,Maharashtra,7.78,Visa,Web,POS,0,0,0,70,1.268,0
TXN10001070,CUST101440,2134.25,Online Shopping,MER4139,4/10/2026 11:01,11,Friday,34,Male,79386,60,2436.41,12,Delhi,Delhi,3.62,Mastercard,Web,Mobile App,0,0,0,123,0.876,0
TXN10001071,CUST100002,3542.36,Healthcare,MER4753,2/8/2026 9:46,9,Sunday,24,Female,48146,59,3628.59,9,Kolkata,West Bengal,13.69,RuPay,ATM,Mobile App,0,0,0,89,0.976,0
TXN10001072,CUST100911,921.66,Fuel,MER2663,3/28/2026 8:43,8,Saturday,52,Female,37716,29,2092.76,8,Pune,Maharashtra,2.46,RuPay,Web,POS,0,0,0,29,0.44,0
TXN10001073,CUST101297,1235.1,Fuel,MER1482,3/30/2026 15:15,15,Monday,66,Male,16609,73,1915.7,12,Mumbai,Maharashtra,11.3,RuPay,iOS,POS,0,0,0,22,0.644,0
TXN10001074,CUST100500,884.07,Fuel,MER1534,3/29/2026 11:13,11,Sunday,27,Female,31943,96,2160.08,13,Ahmedabad,Gujarat,13.98,Visa,Android,POS,0,0,0,62,0.409,0
TXN10001075,CUST100395,1769.81,Restaurant,MER4163,2/4/2026 14:41,14,Wednesday,38,Male,68344,130,2384.68,9,Bengaluru,Karnataka,20.1,Mastercard,iOS,POS,0,0,0,60,0.742,0
TXN10001076,CUST101919,5490.02,Restaurant,MER3744,3/22/2026 8:03,8,Sunday,61,Female,62210,175,2892.83,14,Chennai,Tamil Nadu,1.64,RuPay,iOS,POS,0,0,0,133,1.897,0
TXN10001077,CUST101926,405.25,Online Shopping,MER2913,3/7/2026 19:30,19,Saturday,50,Male,83683,162,715.91,18,Kochi,Kerala,2.2,RuPay,iOS,POS,0,0,0,74,0.565,0
TXN10001078,CUST101217,989.22,Grocery,MER3645,1/31/2026 10:07,10,Saturday,58,Male,25967,85,907.04,10,Mumbai,Maharashtra,7.87,Visa,Android,Mobile App,0,0,0,123,1.089,0
TXN10001079,CUST101424,13939.97,Restaurant,MER3017,6/22/2026 17:36,17,Monday,33,Female,49851,4,8414.78,11,Pune,Maharashtra,1.03,RuPay,Web,Online,0,0,0,171,1.656,0
TXN10001080,CUST101934,2619.59,Travel,MER1170,5/19/2026 23:49,23,Tuesday,35,Female,79612,102,805.6,20,Bengaluru,Karnataka,223.32,Visa,Web,Online,0,0,0,15,3.248,1
TXN10001081,CUST101296,2578.18,Electronics,MER1100,1/16/2026 15:53,15,Friday,39,Male,38119,134,2784.45,13,Pune,Maharashtra,1.96,RuPay,Web,ATM,0,0,0,158,0.926,0
TXN10001082,CUST100255,833.54,Utilities,MER4443,3/19/2026 18:30,18,Thursday,65,Female,57931,118,2114.65,12,Mumbai,Maharashtra,2.28,Visa,iOS,POS,1,0,0,136,0.394,0
TXN10001083,CUST100036,2276.01,Restaurant,MER3982,2/2/2026 9:59,9,Monday,44,Male,25819,41,1792.03,10,Delhi,Delhi,4.97,RuPay,ATM,ATM,0,1,0,130,1.269,0
TXN10001084,CUST101518,440.13,Utilities,MER3125,2/19/2026 12:36,12,Thursday,45,Female,37614,79,446.15,11,Jaipur,Rajasthan,3.09,Mastercard,Web,Mobile App,0,1,0,115,0.984,0
TXN10001085,CUST100775,1739.56,Online Shopping,MER3574,2/17/2026 21:55,21,Tuesday,68,Male,68387,172,2532.28,11,Lucknow,Uttar Pradesh,2.29,RuPay,Android,Mobile App,0,0,0,154,0.687,0
TXN10001086,CUST101642,3663.21,Online Shopping,MER4215,4/22/2026 16:13,16,Wednesday,21,Male,68077,175,1750.08,13,Kochi,Kerala,6.7,Visa,Android,POS,0,0,0,163,2.092,0
TXN10001087,CUST100716,769.98,Utilities,MER2081,5/6/2026 13:54,13,Wednesday,54,Male,77008,78,1657.48,14,Ahmedabad,Gujarat,5.83,RuPay,Android,POS,0,0,0,86,0.464,0
TXN10001088,CUST100800,2432.57,Grocery,MER1627,6/19/2026 9:31,9,Friday,21,Female,170815,152,2094.37,14,Delhi,Delhi,4.27,Mastercard,iOS,Online,0,1,0,176,1.161,0
TXN10001089,CUST101947,1939.48,Online Shopping,MER2677,6/30/2026 1:36,1,Tuesday,57,Male,49034,24,1934.09,15,Kochi,Kerala,17.38,Mastercard,ATM,Mobile App,1,0,1,139,1.002,0
TXN10001090,CUST101011,3874.46,Entertainment,MER1572,3/12/2026 18:47,18,Thursday,43,Female,45460,133,5017.11,13,Chennai,Tamil Nadu,12.96,RuPay,Web,POS,0,0,0,179,0.772,0
TXN10001091,CUST101831,3445.09,Fuel,MER2629,1/22/2026 22:26,22,Thursday,65,Male,184340,37,4446.13,15,Bengaluru,Karnataka,7.51,Mastercard,Android,Online,0,0,0,145,0.775,0
TXN10001092,CUST100506,2206.59,Fuel,MER4203,4/21/2026 1:43,1,Tuesday,42,Male,71909,81,3381.26,11,Bengaluru,Karnataka,1.24,Mastercard,Android,POS,0,0,0,74,0.652,0
TXN10001093,CUST100280,1880.18,Online Shopping,MER2111,4/24/2026 10:23,10,Friday,26,Male,37676,171,1002.52,11,Ahmedabad,Gujarat,2.2,Visa,Android,ATM,0,0,0,144,1.874,0
TXN10001094,CUST100226,7877.26,Grocery,MER1249,4/8/2026 19:22,19,Wednesday,59,Male,63018,121,3300.93,12,Bengaluru,Karnataka,7.73,RuPay,iOS,Online,0,0,0,140,2.386,0
TXN10001095,CUST101204,2959,Fuel,MER1925,4/2/2026 13:36,13,Thursday,21,Female,57176,31,3061.55,11,Bengaluru,Karnataka,8.28,RuPay,iOS,Online,0,1,0,48,0.966,0
TXN10001096,CUST100779,5952.77,Restaurant,MER2286,1/14/2026 4:07,4,Wednesday,18,Female,67579,55,2306.29,13,Chennai,Tamil Nadu,19.17,Mastercard,Android,POS,0,0,0,97,2.58,0
TXN10001097,CUST101925,804.9,Travel,MER4717,5/26/2026 15:08,15,Tuesday,49,Male,57537,50,662.08,13,Chennai,Tamil Nadu,5.49,Mastercard,Android,Online,0,1,0,166,1.214,0
TXN10001098,CUST101405,901.73,Grocery,MER1378,2/13/2026 10:19,10,Friday,27,Female,54563,13,3359.68,10,Delhi,Delhi,11.47,RuPay,Android,POS,0,0,0,20,0.268,0
TXN10001099,CUST100657,2481.41,Clothing,MER1408,4/17/2026 12:16,12,Friday,69,Female,70591,60,2525.82,11,Bengaluru,Karnataka,23.43,Visa,ATM,Mobile App,0,0,0,43,0.982,0
TXN10001100,CUST101391,2042.6,Clothing,MER4437,5/21/2026 14:25,14,Thursday,55,Female,78103,3,809.6,10,Lucknow,Uttar Pradesh,1.07,Mastercard,ATM,POS,1,0,0,79,2.52,0
TXN10001101,CUST101796,1665.7,Fuel,MER1782,5/15/2026 9:15,9,Friday,18,Male,39964,26,1733.03,10,Bengaluru,Karnataka,1.01,Visa,Android,Mobile App,0,0,0,124,0.961,0
TXN10001102,CUST100414,818.59,Online Shopping,MER3382,3/1/2026 21:21,21,Sunday,43,Female,31788,152,1273.07,13,Kochi,Kerala,7.9,Visa,Android,POS,0,1,0,97,0.643,0
TXN10001103,CUST100024,1313.87,Online Shopping,MER1942,5/5/2026 14:53,14,Tuesday,64,Female,97958,64,953.05,7,Ahmedabad,Gujarat,9.33,RuPay,Android,POS,0,0,0,172,1.377,0
TXN10001104,CUST100296,6661.75,Fuel,MER2814,5/26/2026 17:18,17,Tuesday,53,Male,28398,173,3990.97,13,Kochi,Kerala,15.35,Mastercard,iOS,POS,0,0,0,51,1.669,0
TXN10001105,CUST100467,1150.17,Utilities,MER3368,2/15/2026 12:29,12,Sunday,31,Female,71034,67,1455.81,12,Bengaluru,Karnataka,7.19,Mastercard,iOS,POS,0,0,0,173,0.79,0
TXN10001106,CUST100573,2556.37,Online Shopping,MER1157,6/5/2026 10:25,10,Friday,45,Male,45343,174,3935.42,16,Ahmedabad,Gujarat,18.87,Mastercard,Android,Online,0,0,0,111,0.649,0
TXN10001107,CUST101007,1336.09,Restaurant,MER2549,5/26/2026 10:27,10,Tuesday,34,Male,84515,131,1180.22,12,Kolkata,West Bengal,6.73,Mastercard,Android,POS,0,0,0,104,1.131,0
TXN10001108,CUST101107,2197.05,Healthcare,MER4629,6/18/2026 18:16,18,Thursday,62,Female,70241,98,1746.28,11,Indore,Madhya Pradesh,7.17,Visa,iOS,POS,0,0,0,173,1.257,0
TXN10001109,CUST100082,3024.49,Fuel,MER3742,1/17/2026 17:54,17,Saturday,45,Female,45152,90,1437.2,14,Lucknow,Uttar Pradesh,12.79,Visa,iOS,POS,0,0,0,155,2.103,0
